bean type;broad bean origin;year;cacao percentage;company location;company;Number of Records;reference;rating;review year;specific bean origin
Forastero;Sao Tome;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1638;3,5;2015;Sao Tome, Batch 151
;Brazil;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1642;3,25;2015;Bahia, Batch 148
Trinitario;Vietnam;1-1-2015 00:00:00;1;France;Laia aka Chat-Noir;1;1642;3,75;2015;Lam Dong, Batch 153
;Cuba;1-1-2014 00:00:00;1;France;Laia aka Chat-Noir;1;1434;2,75;2014;Cuba
;Trinidad-Tobago;1-1-2014 00:00:00;1;France;Laia aka Chat-Noir;1;1438;2,75;2014;Trinidad-Tobago
Forastero (Catongo);Brazil;1-1-2012 00:00:00;1;Brazil;Lajedo do Ouro;1;927;3,5;2012;Catongo
;Tanzania;1-1-2009 00:00:00;1;U.S.A.;Lake Champlain (Callebaut);1;327;2,5;2009;Tanzania
Trinitario;Nicaragua;1-1-2016 00:00:00;1;U.S.A.;L'Amourette;1;1784;3,5;2016;Rugoso
Trinitario;Venezuela;1-1-2012 00:00:00;1;U.S.A.;L'Amourette;1;833;3;2012;Carenero Superior
Trinitario;Venezuela;1-1-2012 00:00:00;1;U.S.A.;L'Amourette;1;833;3;2012;Rio Caribe
Criollo;Peru, Ecuador, Venezuela;1-1-2012 00:00:00;1;U.S.A.;L'Amourette;1;853;3;2012;Blend
;Honduras;1-1-2017 00:00:00;1;U.S.A.;Letterpress;1;1952;3,5;2017;La Masica, Batch 7, FHIA
;Belize;1-1-2017 00:00:00;1;U.S.A.;Letterpress;1;1952;3,25;2017;Maya Mtn, Batch 18, Heirloom
;Liberia;1-1-2016 00:00:00;1;U.S.A.;Letterpress;1;1728;3,25;2016;Liberia
;Bolivia;1-1-2015 00:00:00;1;U.S.A.;Letterpress;1;1562;3,25;2015;Beniamo
Trinitario;Trinidad;1-1-2015 00:00:00;1;U.S.A.;Letterpress;1;1562;3,5;2015;San Juan Estate, Gran Couva
;Costa Rica;1-1-2015 00:00:00;1;U.S.A.;Letterpress;1;1566;3;2015;San Andres
;Domincan Republic;1-1-2015 00:00:00;1;U.S.A.;Letterpress;1;1566;3,25;2015;La Red, Guaconejo
;Tanzania;1-1-2015 00:00:00;1;U.S.A.;Letterpress;1;1566;3,5;2015;Kokoa Kamili
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Letterpress;1;1371;3,5;2014;Maranura
Criollo;Madagascar;1-1-2014 00:00:00;1;Finland;Levy;1;1231;3,5;2014;Sambirano
Trinitario;Madagascar;1-1-2016 00:00:00;1;Finland;Lilla;1;1856;3;2016;Madagascar
Criollo;Peru;1-1-2012 00:00:00;1;U.S.A.;Lillie Belle;1;855;3,5;2012;Perfect Illusion
Criollo;Bolivia;1-1-2012 00:00:00;1;U.S.A.;Lillie Belle;1;903;3,5;2012;Bolivia, Wild Thing
;Peru;1-1-2012 00:00:00;1;U.S.A.;Lillie Belle;1;903;3,75;2012;La Selva
;Venezuela, Dom. Rep.;1-1-2012 00:00:00;1;U.S.A.;Lillie Belle;1;947;2,75;2012;Purple Haze
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Lillie Belle;1;947;3;2012;The Other One, Grand Cru
Criollo;Bolivia;1-1-2012 00:00:00;1;U.S.A.;Lillie Belle;1;947;3,5;2012;Wild Thing
;;1-1-2007 00:00:00;1;Switzerland;Lindt & Sprungli;1;157;3;2007;Excellence (US Version)
;Puerto Rico;1-1-2013 00:00:00;1;Puerto Rico;Loiza;1;1049;2,5;2013;Puerto Rico
;Hawaii;1-1-2014 00:00:00;1;U.S.A.;Lonohana;1;1383;3,75;2014;"Haleiwa, O'ahu; Lonohana E., Kanahiku"
;Hawaii;1-1-2014 00:00:00;1;U.S.A.;Lonohana;1;1395;3,25;2014;Haleiwa E, O'ahu, 2014
;Hawaii;1-1-2014 00:00:00;1;U.S.A.;Lonohana;1;1395;3,75;2014;Haleiwa E, O'ahu, 2014
;Hawaii;1-1-2013 00:00:00;1;U.S.A.;Lonohana;1;1093;3;2013;Opaeula Estate, O'ahu, Nene, CG Exclusive
;Hawaii;1-1-2013 00:00:00;1;U.S.A.;Lonohana;1;1097;3;2013;Opaeula Estate, O'ahu, Ele'ele
;Hawaii;1-1-2013 00:00:00;1;U.S.A.;Lonohana;1;1097;3,5;2013;Hawaiian Crown, Kona Vanilla
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Love Bar;1;1502;2;2015;Nicaragua
;Colombia, Ecuador;1-1-2010 00:00:00;0;Colombia;Luker;1;552;2,75;2010;Selva
;Colombia, Ecuador;1-1-2010 00:00:00;1;Colombia;Luker;1;552;3;2010;Macondo
;Colombia, Ecuador;1-1-2010 00:00:00;1;Colombia;Luker;1;552;3;2010;Misterio
;Colombia;1-1-2010 00:00:00;1;Colombia;Luker;1;552;3,5;2010;Santander
;Peru;1-1-2011 00:00:00;1;Peru;Machu Picchu Trading Co.;1;721;1,5;2011;Peru
;Peru;1-1-2010 00:00:00;1;Peru;Machu Picchu Trading Co.;1;552;2,25;2010;Peru
Trinitario;Madagascar;1-1-2008 00:00:00;1;Madagascar;Madecasse (Cinagra);1;284;3,5;2008;Madagascar
Trinitario;Madagascar;1-1-2008 00:00:00;1;Madagascar;Madecasse (Cinagra);1;284;3,75;2008;Madagascar
Trinitario;Madagascar;1-1-2008 00:00:00;1;Madagascar;Madecasse (Cinagra);1;284;4;2008;Madagascar
Trinitario;Madagascar;1-1-2008 00:00:00;1;Madagascar;Madecasse (Cinagra);1;288;3,5;2008;Madagascar
;Solomon Islands;1-1-2017 00:00:00;1;U.S.A.;Madre;1;1940;3,5;2017;Guadalcanal
;Puerto Rico;1-1-2013 00:00:00;1;U.S.A.;Madre;1;1085;2,75;2013;Puerto Rico
;Brazil;1-1-2013 00:00:00;1;U.S.A.;Madre;1;1085;3,5;2013;Brazil
;Hawaii;1-1-2013 00:00:00;1;U.S.A.;Madre;1;1089;2,75;2013;Choobua, Kona
;Mexico;1-1-2013 00:00:00;1;U.S.A.;Madre;1;1089;2,75;2013;Xocunusco, Chiapas, Pichucalco
;Hawaii;1-1-2012 00:00:00;1;U.S.A.;Madre;1;991;3,25;2012;Hamakua Coast, Kokoleka
Criollo;Hawaii;1-1-2012 00:00:00;1;U.S.A.;Madre;1;995;3,25;2012;Criollo, Hawaii
;Hawaii;1-1-2012 00:00:00;1;U.S.A.;Madre;1;995;3,5;2012;Kaua'i
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Madre;1;672;2,5;2011;Dominican
;Costa Rica;1-1-2011 00:00:00;1;U.S.A.;Madre;1;693;2,75;2011;Upala
;Mexico;1-1-2010 00:00:00;1;U.S.A.;Madre;1;607;2,75;2010;Chiapas, Triple Cacao
;Tanzania;1-1-2008 00:00:00;1;Italy;Maglio;1;300;2;2008;Africa
Forastero (Nacional);Ecuador;1-1-2008 00:00:00;1;Italy;Maglio;1;308;3;2008;Ecuador
Criollo;Cuba;1-1-2008 00:00:00;1;Italy;Maglio;1;308;3,25;2008;Cuba
Blend-Forastero,Criollo;Dominican Republic;1-1-2008 00:00:00;1;Italy;Maglio;1;308;3,75;2008;Santo Domingo
;Ecuador;1-1-2010 00:00:00;1;Italy;Majani;1;531;2;2010;Ecuador
Trinitario;Madagascar;1-1-2007 00:00:00;1;Madagascar;Malagasy (Chocolaterie Robert);1;184;2,75;2007;Sambirano 2006
Trinitario;Madagascar;1-1-2007 00:00:00;1;Madagascar;Malagasy (Chocolaterie Robert);1;184;3,5;2007;Mora Mora 2006
Trinitario;Philippines;1-1-2013 00:00:00;1;Philippines;Malagos;1;1121;3,5;2013;Davao, Mt. Talamo foothills
;Hawaii;1-1-2010 00:00:00;1;U.S.A.;Malie Kai (Guittard);1;502;3,5;2010;O'ahu, N. Shore, Waialua Estate w/ nibs
Blend;Hawaii;1-1-2009 00:00:00;1;U.S.A.;Malie Kai (Guittard);1;311;2,75;2009;O'ahu, N. Shore, Waialua Estate
;Venezuela;1-1-2016 00:00:00;1;Sweden;Malmo;1;1856;3;2016;Chuao
;Ecuador;1-1-2015 00:00:00;1;U.S.A.;Mana;1;1446;2,5;2015;Ecuador
;Peru;1-1-2014 00:00:00;1;U.S.A.;Mana;1;1219;2,5;2014;Peru
;Venezuela;1-1-2014 00:00:00;1;U.S.A.;Mana;1;1219;2,75;2014;Venezuela
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Mana;1;821;3,75;2012;Conacado
;Colombia;1-1-2014 00:00:00;1;Colombia;Manifesto Cacao;1;1331;2,75;2014;Colombia
;Papua New Guinea;1-1-2015 00:00:00;1;U.S.A.;Manoa;1;1522;3,5;2015;Markham Valley
;Costa Rica;1-1-2015 00:00:00;1;U.S.A.;Manoa;1;1522;3,75;2015;Coto Brus
;Hawaii;1-1-2013 00:00:00;1;U.S.A.;Manoa;1;1089;3,75;2013;Waiahole, O'ahu
;Liberia;1-1-2012 00:00:00;1;U.S.A.;Manoa;1;1003;3,25;2012;Liberia, #174
;Hawaii;1-1-2012 00:00:00;1;U.S.A.;Manoa;1;1007;2,75;2012;Hamakua, Hawaiian Crown, #176
;Peru;1-1-2012 00:00:00;1;U.S.A.;Manoa;1;1007;3;2012;Piura
;Hawaii;1-1-2012 00:00:00;1;U.S.A.;Manoa;1;1007;3,25;2012;Oahu, Winward, #151, Maunawili district
;Nicaragua;1-1-2016 00:00:00;1;Poland;Manufaktura Czekolady;1;1844;3,75;2016;Johe
;Peru;1-1-2016 00:00:00;1;Poland;Manufaktura Czekolady;1;1848;3,5;2016;Peru
Criollo;Venezuela;1-1-2014 00:00:00;1;Poland;Manufaktura Czekolady;1;1255;3,75;2014;Porcelana
;Colombia;1-1-2014 00:00:00;1;Poland;Manufaktura Czekolady;1;1279;3,5;2014;Kolumbia
;Dominican Republic;1-1-2012 00:00:00;1;Poland;Manufaktura Czekolady;1;871;3,25;2012;Grand Cru Dominican Republic
Forastero;Ghana;1-1-2012 00:00:00;1;Poland;Manufaktura Czekolady;1;871;3,5;2012;Grand Cru Ghana
;Ecuador;1-1-2012 00:00:00;1;Poland;Manufaktura Czekolady;1;875;3,25;2012;Grand Cru Ecuador
Trinitario;Vietnam;1-1-2016 00:00:00;1;U.S.A.;Map Chocolate;1;1896;3,25;2016;Ben Tre, Surprise Valley
Criollo, Trinitario;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1474;3,5;2015;ROIG, 2014
Forastero (Nacional);Peru;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1474;3,5;2015;Maranon, 2014
Trinitario;Ecuador;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1478;3,5;2015;Ecuador
Trinitario;Trinidad;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1606;2,75;2015;San Juan Estate, Cherry Blossoms at Night
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1606;3,5;2015;A case of the Xerces Blues, triple roast
Criollo;Peru;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1606;3,5;2015;Tumbes, Dear Mr. Finley, 2014
;Colombia;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1610;2,75;2015;Colombia
;Tanzania;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1610;3;2015;Kakoa Kamili, Both Man & Bird & Beast
;Honduras;1-1-2015 00:00:00;1;U.S.A.;Map Chocolate;1;1634;3,5;2015;Le Chocolat Chaud
;Peru;1-1-2016 00:00:00;1;Peru;Marana;1;1872;3;2016;Piura
;Peru;1-1-2016 00:00:00;1;Peru;Marana;1;1884;2,75;2016;Cusco
;Peru;1-1-2016 00:00:00;1;Peru;Marana;1;1884;3;2016;San Martin
;;1-1-2016 00:00:00;1;Canada;Marigold's Finest;1;1808;3,25;2016;Cacao Nib Crunch
Trinitario;Vietnam;1-1-2015 00:00:00;1;Vietnam;Marou;1;1650;3,25;2015;Tan Phu Dong Island, Heart of Darkness
Trinitario;Vietnam;1-1-2015 00:00:00;1;Vietnam;Marou;1;1650;3,5;2015;Ben Tre
Trinitario;Vietnam;1-1-2015 00:00:00;1;Vietnam;Marou;1;1650;3,75;2015;Dak Lak, Batch 2451
Trinitario;Vietnam;1-1-2013 00:00:00;1;Vietnam;Marou;1;1149;3,5;2013;Tan Phu Dong, Treasure Island
Trinitario;Vietnam;1-1-2012 00:00:00;1;Vietnam;Marou;1;845;3,5;2012;Ba Ria
Trinitario;Vietnam;1-1-2012 00:00:00;1;Vietnam;Marou;1;845;3,5;2012;Dong Nai
Trinitario;Vietnam;1-1-2012 00:00:00;1;Vietnam;Marou;1;845;3,5;2012;Tien Giang, Gao Co-op
Trinitario;Vietnam;1-1-2012 00:00:00;1;Vietnam;Marou;1;849;3,5;2012;Ben Tre
Trinitario;Vietnam;1-1-2012 00:00:00;1;Vietnam;Marou;1;895;3;2012;Tien Giang
Trinitario;Vietnam;1-1-2012 00:00:00;1;Vietnam;Marou;1;955;3,5;2012;Lam Dong
;Costa Rica;1-1-2010 00:00:00;1;U.S.A.;Mars;1;537;3;2010;Matina 1-6, prototype
;Ivory Coast;1-1-2010 00:00:00;1;U.S.A.;Mars;1;544;3;2010;Ivory Coast
;Nigeria;1-1-2010 00:00:00;1;U.S.A.;Mars;1;544;3,25;2010;Nigeria
Forastero;Ghana;1-1-2010 00:00:00;1;U.S.A.;Mars;1;544;3,5;2010;Ghana, prototype
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Marsatta;1;1189;2,25;2013;Dominican Republic
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Marsatta;1;1189;2,5;2013;Dominican Republic
;Bolivia;1-1-2016 00:00:00;1;Austria;Martin Mayer;1;1836;2,75;2016;Alto Beni
;Haiti;1-1-2016 00:00:00;1;Austria;Martin Mayer;1;1836;3;2016;Pisa
;Colombia;1-1-2016 00:00:00;1;Austria;Martin Mayer;1;1836;3,25;2016;Tumaco
;Guatemala;1-1-2015 00:00:00;1;U.S.A.;Mast Brothers;1;1450;3;2015;Guatemala
;Tanzania;1-1-2015 00:00:00;1;U.S.A.;Mast Brothers;1;1450;3,25;2015;Tanzania
Blend;Peru, Belize;1-1-2014 00:00:00;1;U.S.A.;Mast Brothers;1;1359;3,75;2014;French Laundry 20th Anniversary
Blend;Peru, Mad., Dom. Rep.;1-1-2012 00:00:00;1;U.S.A.;Mast Brothers;1;959;3,5;2012;Shake Shack
Trinitario;;1-1-2012 00:00:00;1;U.S.A.;Mast Brothers;1;999;2,5;2012;Madagascar
Trinitario;Venezuela;1-1-2012 00:00:00;1;U.S.A.;Mast Brothers;1;999;2,75;2012;Chuao
;;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;672;3,5;2011;Brooklyn Blend
Trinitario;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;701;3;2011;Chuao, Med. Roast
Trinitario;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;709;3;2011;Chuao, Dark Roast
Trinitario;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;713;2,75;2011;Chuao, Light Roast
Trinitario;Belize;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;773;3,5;2011;Moho River
;Papua New Guinea;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;777;2,75;2011;Papua New Guinea
;Peru;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;777;3;2011;San Martin
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;777;3,25;2011;Conacado
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Mast Brothers;1;777;3,75;2011;La Red de Guanconejo, N. Highlands coop
Criollo;Venezuela;1-1-2010 00:00:00;1;U.S.A.;Mast Brothers;1;572;2,75;2010;Patanemo
;Venezuela;1-1-2010 00:00:00;1;U.S.A.;Mast Brothers;1;572;3;2010;Ocumare de la Costa
;Dominican Republic;1-1-2010 00:00:00;1;U.S.A.;Mast Brothers;1;572;3,25;2010;Dominican Republic, Coop
Trinitario;Vanuatu;1-1-2013 00:00:00;1;Australia;Matale;1;1177;3,5;2013;Malekula P., 2013
Trinitario;Madagascar;1-1-2013 00:00:00;1;Australia;Matale;1;1177;4;2013;Somia, 2013
Trinitario;Papua New Guinea;1-1-2013 00:00:00;1;Australia;Matale;1;1177;4;2013;Kulili P., 2013
Trinitario;PNG, Vanuatu, Mad;1-1-2013 00:00:00;1;Australia;Matale;1;1181;3,75;2013;Blend
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Maverick;1;1367;3,25;2014;Maya Mountain
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Maverick;1;1367;3,25;2014;Elvesia
Criollo;Peru;1-1-2014 00:00:00;1;U.S.A.;Maverick;1;1430;3,25;2014;Tumbes
Criollo;Peru;1-1-2014 00:00:00;1;U.S.A.;Maverick;1;1430;3,5;2014;Morropon, Norandiono Coop, Piura
;Domincan Republic;1-1-2016 00:00:00;1;U.S.A.;Mayacama;1;1728;3;2016;Hispaniola
;Bolivia;1-1-2014 00:00:00;1;U.S.A.;Meadowlands;1;1287;2,5;2014;Bolivia
;Venezuela;1-1-2014 00:00:00;1;U.S.A.;Meadowlands;1;1287;2,75;2014;Venezuela
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Meadowlands;1;1287;3;2014;Belize
;Nicaragua;1-1-2014 00:00:00;1;U.S.A.;Meadowlands;1;1291;3;2014;Nicaragua, w/ inbs
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Meadowlands;1;1291;3,5;2014;Dominican Republic
Trinitario;Madagascar;1-1-2012 00:00:00;1;Madagascar;Menakao (aka Cinagra);1;837;2,5;2012;Madagascar
Trinitario;Madagascar;1-1-2012 00:00:00;1;Madagascar;Menakao (aka Cinagra);1;841;2,5;2012;Madagascar
;El Salvador;1-1-2015 00:00:00;1;Honduras;Mesocacao;1;1494;2,75;2015;El Salvador
;El Salvador;1-1-2015 00:00:00;1;Honduras;Mesocacao;1;1494;3;2015;El Salvador
;Honduras;1-1-2014 00:00:00;1;Honduras;Mesocacao;1;1347;3,25;2014;Honduras
;Honduras;1-1-2014 00:00:00;1;Honduras;Mesocacao;1;1347;3,5;2014;Honduras
;Nicaragua;1-1-2014 00:00:00;1;Honduras;Mesocacao;1;1351;3,25;2014;La Tronca, Matagalpa
;Nicaragua;1-1-2014 00:00:00;1;Honduras;Mesocacao;1;1351;3,5;2014;La Tronca, Matagalpa
;Brazil;1-1-2014 00:00:00;1;Sweden;Metiisto;1;1267;3;2014;Fazenda Sempre Firme P., Bahia
Trinitario;Madagascar;1-1-2014 00:00:00;1;Sweden;Metiisto;1;1267;3,5;2014;Akesson Estate
Trinitario;South America;1-1-2015 00:00:00;1;Amsterdam;Metropolitan;1;1688;3,5;2015;South America
;Mexico;1-1-2012 00:00:00;1;France;Michel Cluizel;1;963;3,75;2012;Chiapas, Mokaya P.
Trinitario;Venezuela;1-1-2007 00:00:00;1;France;Michel Cluizel;1;117;3,5;2007;Carenero Superior, Concepcion
Forastero;Sao Tome;1-1-2007 00:00:00;1;France;Michel Cluizel;1;135;3,5;2007;Vila Gracinda
;;1-1-2006 00:00:00;1;France;Michel Cluizel;1;24;2;2006;Carre Amer
;;1-1-2006 00:00:00;1;France;Michel Cluizel;1;24;2;2006;Carre Grand Noir
Forastero;Sao Tome;1-1-2006 00:00:00;1;France;Michel Cluizel;1;24;3;2006;Tamarina
;Dominican Republic;1-1-2006 00:00:00;1;France;Michel Cluizel;1;24;4;2006;Los Ancones P.
Trinitario;Madagascar;1-1-2006 00:00:00;1;France;Michel Cluizel;1;24;4;2006;Mangaro P.
;Papua New Guinea;1-1-2006 00:00:00;1;France;Michel Cluizel;1;24;4;2006;Maralumi P.
;;1-1-2006 00:00:00;1;France;Michel Cluizel;1;81;2;2006;Noir Infini
Trinitario;Belize;1-1-2015 00:00:00;1;U.S.A.;Middlebury;1;1490;3,5;2015;Maya Mountain
Trinitario;Trinidad;1-1-2015 00:00:00;1;U.S.A.;Middlebury;1;1490;3,5;2015;San Juan Estate
;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Middlebury;1;1490;3,75;2015;Oko Caribe
;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Middlebury;1;1490;3,75;2015;Patanemo, Epoch, Donaldo
;Tanzania;1-1-2015 00:00:00;1;U.S.A.;Middlebury;1;1538;3,25;2015;Kokoa Kamili
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Middlebury;1;1538;3,5;2015;Matagalpa, Cacao Bisiesto
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Middlebury;1;1117;2,5;2013;La Red
Trinitario;Belize;1-1-2013 00:00:00;1;U.S.A.;Middlebury;1;1117;3,25;2013;Belize
;;1-1-2012 00:00:00;1;U.S.A.;Middlebury;1;887;1,5;2012;Houseblend
Criollo;Bolivia;1-1-2012 00:00:00;1;U.S.A.;Middlebury;1;887;2;2012;Alto Beni
Criollo;Indonesia;1-1-2012 00:00:00;1;U.S.A.;Middlebury;1;887;2,5;2012;Balinese, Java
Forastero (Nacional);Ecuador;1-1-2013 00:00:00;1;U.S.A.;Millcreek Cacao Roasters;1;1073;2,5;2013;Ecuador
;Ecuador;1-1-2012 00:00:00;1;U.S.A.;Millcreek Cacao Roasters;1;825;3,5;2012;Ecuador
;Ecuador;1-1-2010 00:00:00;1;U.S.A.;Mindo;1;607;2,75;2010;Ecuador
;Ecuador;1-1-2010 00:00:00;1;U.S.A.;Mindo;1;607;2,75;2010;Ecuador
Criollo, Trinitario;Haiti;1-1-2016 00:00:00;1;Japan;Minimal;1;1920;3,5;2016;Acul-du-Nord, 2015
;Brazil;1-1-2016 00:00:00;1;Brazil;Mission;1;1880;3,75;2016;Fazenda Camboa, Bahia
Forastero (Parazinho);Brazil;1-1-2015 00:00:00;1;Brazil;Mission;1;1626;3,5;2015;Bahia, Fazenda Venturosa
;Colombia;1-1-2012 00:00:00;1;Colombia;Mita;1;955;2,5;2012;Tumaco
Trinitario;Belize;1-1-2013 00:00:00;1;U.S.A.;Moho;1;1026;3,25;2013;Toledo District, w/ nibs
Trinitario;Belize;1-1-2013 00:00:00;1;U.S.A.;Moho;1;1030;3;2013;Toledo District
Trinitario;Belize;1-1-2010 00:00:00;1;U.S.A.;Moho;1;607;2,75;2010;Umoho R., Toledo District, San Felipe
;Domincan Republic;1-1-2015 00:00:00;1;U.S.A.;Molucca;1;1614;3;2015;La Red
;Indonesia;1-1-2015 00:00:00;1;U.S.A.;Molucca;1;1618;2,75;2015;Indonesia
;Peru;1-1-2015 00:00:00;1;U.S.A.;Molucca;1;1618;3,25;2015;Peru
;Nicaragua;1-1-2011 00:00:00;1;Nicaragua;Momotombo;1;661;2,75;2011;Matagalpa
;Nicaragua;1-1-2011 00:00:00;1;Nicaragua;Momotombo;1;661;2,75;2011;Mombacho
;Nicaragua;1-1-2011 00:00:00;1;Nicaragua;Momotombo;1;772;3,25;2011;Oscuro
;Dominican Republic;1-1-2016 00:00:00;1;Canada;Monarque;1;1812;3,5;2016;Oko Caribe
;Papua New Guinea;1-1-2014 00:00:00;1;Australia;Monsieur Truffe;1;1391;3,25;2014;Papaua New Guinea
;Ecuador;1-1-2015 00:00:00;1;Ecuador;Montecristi;1;1654;3,25;2015;Manabi
;Ecuador;1-1-2015 00:00:00;1;Ecuador;Montecristi;1;1654;3,5;2015;Manabi
;Ecuador;1-1-2015 00:00:00;1;Ecuador;Montecristi;1;1658;3,5;2015;Manabi
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Muchomas (Mesocacao);1;1462;3,5;2015;Nicaragua
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Muchomas (Mesocacao);1;1462;3,5;2015;Nicaragua
;Tanzania;1-1-2016 00:00:00;1;U.S.A.;Mutari;1;1896;2,75;2016;Kokoa Kamili, batch 1 SRB
;Domincan Republic;1-1-2016 00:00:00;1;U.S.A.;Mutari;1;1896;2,75;2016;Oko Caribe, batch 1 SRB
;Madagascar;1-1-2016 00:00:00;1;U.S.A.;Mutari;1;1900;2,75;2016;Ambanja, batch 1 SRB
Trinitario;Vietnam;1-1-2016 00:00:00;1;U.S.A.;Mutari;1;1900;3;2016;Tien Giang, batch 1 SRB
;Costa Rica;1-1-2013 00:00:00;1;Costa Rica;Nahua;1;1049;2,5;2013;Costa Rica, Oscuro
;Costa Rica;1-1-2013 00:00:00;1;Costa Rica;Nahua;1;1049;3;2013;Costa Rica, Oscuro
;Trinidad, Tobago;1-1-2013 00:00:00;1;Lithuania;Naive;1;1046;3,75;2013;Trinidad & Tobago
Forastero (Nacional);Peru;1-1-2013 00:00:00;1;Lithuania;Naive;1;1133;3,75;2013;Maranon Canyon, Fortunato No. 4
Trinitario;Grenada;1-1-2012 00:00:00;1;Lithuania;Naive;1;867;2,5;2012;Grenada
Criollo;Nicaragua;1-1-2014 00:00:00;1;Lithuania;Na�ve;1;1379;3,25;2014;Nicaragua
Trinitario;Venezuela;1-1-2014 00:00:00;1;Lithuania;Na�ve;1;1399;2,75;2014;Chuao
;Venezuela;1-1-2014 00:00:00;1;Lithuania;Na�ve;1;1399;3;2014;Barinas
;Hawaii;1-1-2013 00:00:00;1;U.S.A.;Nanea;1;1007;3,5;2013;Criollo Blend
;Peru;1-1-2014 00:00:00;1;U.S.A.;Nathan Miller;1;1403;2,25;2014;Peru
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Nathan Miller;1;1403;2,5;2014;Hispaniola
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;Nathan Miller;1;1403;2,5;2014;Madagascar
Forastero;Ghana;1-1-2014 00:00:00;1;U.S.A.;Nathan Miller;1;1403;3,5;2014;Ghana
Criollo;Papua New Guinea;1-1-2010 00:00:00;1;Belgium;Neuhaus (Callebaut);1;531;2,5;2010;Papua New Guinea
Trinitario;Trinidad;1-1-2008 00:00:00;1;Belgium;Neuhaus (Callebaut);1;230;3,75;2008;Manickchand Estate
;;1-1-2007 00:00:00;1;Belgium;Neuhaus (Callebaut);1;135;1;2007;Dark
Forastero;West Africa;1-1-2006 00:00:00;1;Belgium;Neuhaus (Callebaut);1;15;2;2006;West Africa
Forastero;Sao Tome;1-1-2006 00:00:00;1;Belgium;Neuhaus (Callebaut);1;15;2,75;2006;Sao Tome
Criollo;Venezuela;1-1-2006 00:00:00;1;Belgium;Neuhaus (Callebaut);1;24;3;2006;Ocumare
Criollo;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Nibble;1;1526;2,25;2015;Patanemo
Trinitario;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Nibble;1;1526;2,75;2015;Elvesia P.
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Nibble;1;1526;3;2015;Ambanja, Sambirano Valley
Criollo;Peru;1-1-2015 00:00:00;1;U.S.A.;Nibble;1;1526;3;2015;Tumbes
;Peru;1-1-2013 00:00:00;1;U.S.A.;Night Owl;1;1022;2,75;2013;Peru
;Ecuador;1-1-2013 00:00:00;1;U.S.A.;Night Owl;1;1022;3,5;2013;Ecuador
Forastero;Ghana;1-1-2014 00:00:00;1;U.S.A.;Noble Bean aka Jerjobo;1;1295;3;2014;Ghana
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Noble Bean aka Jerjobo;1;1299;3;2014;Moho Valley
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Noble Bean aka Jerjobo;1;1299;3,25;2014;Maranon Canyon
